"smiles","drug_label"
"[H][C@@](C)(NC(=O)[C@]([H])(CC(C)C)NC(=O)[C@]([H])(CC(C)C)CC(=O)NO)C(=O)OCC","[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER (DB08482)"
"ONC(=O)CC1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1","N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE (DB08491)"
"CCOCCC1(OC2=CC=C(OC3=CC=C(F)C=C3)C=C2)C(=O)NC(=O)NC1=O","5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE (DB08388)"
"ONC(=O)C1(CS(=O)(=O)C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)CCOCC1","4-[4-(4-CHLORO-PHENOXY)-BENZENESULFONYLMETHYL]-TETRAHYDRO-PYRAN-4-CARBOXYLIC ACID HYDROXYAMIDE (DB08490)"
"O=C(OCC1=CC=CC=C1)C1=CN2C(S1)=CC(=O)N(CC1=CC=CC=C1)C2=O","BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE (DB08561)"
"OC(=O)CCCN1C2=C(C(=O)C3=CC=CC=C23)C2=CC=CC=C2C1=O","4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE (DB08159)"
"COC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)CC(=O)NO","N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID (DB08271)"
"[H][C@](CC(C)C)(N(CC1=CC=CC=C1)[P@](C)(=O)C1=CC=CC=C1)C(=O)NO","N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID (DB08507)"
"[H][C@@](CS)(NCC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NCC(=O)N[C@@]([H])(C(C)C)C(=O)OC","2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER (DB08643)"
"[H][C@]1(N)CCCCCCCCCCNC1=O","3-AMINO-AZACYCLOTRIDECAN-2-ONE (DB08476)"
"[H][C@]1(N(CCC2=CC(O)=C(OC)C=C12)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO","(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE (DB08170)"
"[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]1([H])CC2=CN(CCCCCCNC1=O)C1=C2C=CC=C1","N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE (DB08489)"
"[H][C@@](CC(C)C)(CC(O)=O)C(=O)N[C@@]1([H])CC2=CN(CCCCCCNC1=O)C1=C2C=CC=C1","5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID (DB08493)"
"[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)CCC(=O)[C@@](C)(CCC(=O)NC2=C(O)C=CC(C(O)=O)=C2O)[C@]31[H]","3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid (DB08366)"
"[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)C=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)[C@]31[H]","PLATENSIMYCIN (DB08407)"
"CC(=O)C1=C(C)N=C(NC2=CC=CC=C2)S1","2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE (DB08359)"
"CC=CC(C)=C[C@@]1(C)SC(=O)C(C)=C1O","(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE (DB08627)"
"CC1=C(O)[C@](C)(SC1=O)C=CC=C","(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE (DB08628)"
"[H][C@@]1(COC2=CC=CC=C2)CCCN1S(=O)(=O)C1=CC2=C(C=C1)N(C)C(=O)C2=O","1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE (DB08213)"
"[H][C@](O)(CC(=O)N(N)CC(O)=O)C(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1","[N-(3-DIBENZYLCARBAMOYL-OXIRANECARBONYL)-HYDRAZINO]-ACETIC ACID (DB08229)"
"[H][C@@](CC(O)=O)(NC(=O)C1=CN=CC(=C1)C1=CC=C(C=C1)C(O)=O)C=O","4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID (DB08251)"
"[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC=C1","(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate (DB08497)"
"[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC(Cl)=C1","(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate (DB08498)"
"FCCOC1=CC=CC(NC(=O)CCC(=O)NC2=CC=C3C(=O)NC(=O)C(=O)C3=C2)=C1","N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide (DB08499)"
"[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2N=C(SC)N=C3NCCC(C)C)[C@]([H])(O)[C@]1([H])O","2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE (DB08185)"
"OC(=O)CNC(=O)NC1CCCCC1","N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE (DB08256)"
"OC(=O)CCCNC(=O)NC1CCCCC1","4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID (DB08257)"
"OC(=O)CCCCCNC(=O)NC1CCCCC1","6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID (DB08258)"
"OC(=O)CCCCCCNC(=O)NC1CCCCC1","7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID (DB08259)"
"CN1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CC=C2C=C1","1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine (DB08300)"
"[H][C@]1(N)CCCC[C@@]1([H])NC1=NC(NC2=CC=CC(C)=C2)=C(C=N1)C(N)=O","2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide (DB08361)"
"[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=CC2=CC(=CC=C12)[N+]([O-])=O","1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-5-NITRO-1H-INDOLE (DB08245)"
"O=C1NCCC2=C1C=C(N2)C1=CC(=NC=C1)C1=CC2=C(C=CC=C2)N=C1","2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE (DB08358)"
"[H][C@](CC)(C=O)[C@@]1([H])NC(C(O)=O)=C2[C@@]1([H])CCC[C@@]2([H])OCCCC","(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID (DB08109)"
"[H][C@]1(NC(C(O)=O)=C2[C@]1([H])CCC[C@]2([H])OC)C(=C/C)C=O","(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID (DB08110)"
"[H][C@](NC(=O)C1=CC=C(CCC2=CNC3=C2C(=O)NC(N)=N3)C=C1)(C(C)C)C(O)=O","2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID (DB08131)"
"ClC1=CC(=CC(OC2=C(Cl)C=CC(OCC3=NNC4=C3C=CC=C4)=C2)=C1)C#N","3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile (DB08154)"
"CCOCN1C(=O)NC(=O)C(C(C)C)=C1CC1=CC=CC=C1","6-BENZYL-1-ETHOXYMETHYL-5-ISOPROPYL URACIL (DB08188)"
"NC(=O)C1=C(C2=CC(Br)=CC=C2N1)S(=O)(=O)N1CCCC1","5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide (DB08211)"
"FC1=C(CC2=NNC(=O)C=C2)C=CC(Cl)=C1OC1=CC=CC=C1","6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2H)-one (DB08379)"
"CC1=CC(=CC(OC2=C(Br)C=C(CC3=NNC4=NN=CC=C34)C=C2)=C1)C#N","3-[2-bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile (DB08444)"
"FC1=C(CC2=NNC3=NN=CC=C23)C=CC(Br)=C1OC1=CC(=CC(Cl)=C1)C#N","3-[6-bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile (DB08446)"
"ClC1=CC(OC2=C(Cl)C=CC(OCC3=NNC4=NC=CC=C34)=C2)=CC(=C1)C#N","3-chloro-5-[2-chloro-5-(1H-pyrazolo[3,4-b]pyridin-3-ylmethoxy)phenoxy]benzonitrile (DB08459)"
"NC1=CC=C2C(COC3=CC(OC4=CC(=CC(Cl)=C4)C#N)=C(Cl)C=C3)=NNC2=N1","3-{5-[(6-amino-1H-pyrazolo[3,4-b]pyridin-3-yl)methoxy]-2-chlorophenoxy}-5-chlorobenzonitrile (DB08460)"
"CC1=CC2=C(C=C1)N(CCC2)C(=O)SCC(=O)NC1=C(Cl)C=C(C=C1)S(N)(=O)=O","S-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2H)-carbothioate (DB08494)"
"CC(C)C1=C(SC2=CC(Cl)=CC(Cl)=C2)N(CC2=CC=NC=C2)C(COC(N)=O)=N1","5-(3,5-DICHLOROPHENYL)THIO-4-ISOPROPYL-1-(PYRIDIN-4-YL-METHYL)-1H-IMIDAZOL-2-YL-METHYL CARBAMATE (DB08502)"
"CC1=CC(=CC(C)=C1)S(=O)(=O)C1=C(C#N)C(N)=CC=C1","2-AMINO-6-(3,5-DIMETHYLPHENYL)SULFONYLBENZONITRILE (DB08528)"
"CC(C)C1=C(CC2=CC=CC=C2)N(COCC2=CC=CC=C2)C(=O)NC1=O","6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL (DB08634)"
"CCN1C2=CC(=CC=C2N(C)C(=O)C2=C1N=CC=C2)[N+]([O-])=O","6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE (DB08665)"
"CC(C)=CCOC1=C(Cl)C=CC(NC(=S)C2=C(C)OC=C2)=C1","2-METHYL-FURAN-3-CARBOTHIOIC ACID [4-CHLORO-3-(3-METHYL-BUT-2-ENYLOXY)-PHENYL]-AMIDE (DB08679)"
"CC1=C(C=CO1)C(=S)NC1=CC(C=NOC(C)(C)C)=C(Cl)C=C1","N-[4-CLORO-3-(T-BUTYLOXOME)PHENYL-2-METHYL-3-FURAN-CARBOTHIAMIDE (DB08680)"
"CC(C)OC(=S)NC1=CC(C(=O)OC(C)C)=C(Cl)C=C1","1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE (DB08681)"
"CC(C)OC(=O)C1=C(Cl)C=CC(NC(=O)C2=C(C)OCCS2)=C1","1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE (DB08682)"
"CS(=O)(=O)NC1=CC=CC2=C1N=CC=C2","N-(QUINOLIN-8-YL)METHANESULFONAMIDE (DB08451)"
"NC1=C(N=NC2=CC=CC(=C2)C(F)(F)F)C(=N)N=N1","5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine (DB08666)"
"NC1=C(N=NC2=CC=C(F)C=C2)C(=N)N=N1","4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine (DB08667)"
"NC1=C(N=NC2=CC=CC(=C2)C(O)=O)C(=N)N=N1","3-(5-amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid (DB08668)"
"[H][C@@](C)(NC(=O)[C@@]([H])(O)[C@]([H])(N)C1=CC=C(C)C=C1)C(=O)N[C@]([H])(CC(C)C)C(=O)OC","METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE (DB08669)"
"[H][C@@](C)(NC(=O)[C@@]([H])(O)[C@]([H])(N)C1=CC=C(C=C1)C(C)C)C(=O)N[C@]([H])(CC(C)C)C(=O)OC","METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE (DB08670)"
"NC1=C(N=NC2=CC=CC=C2C(F)(F)F)C(=N)N=N1","5-IMINO-4-(2-TRIFLUOROMETHYL-PHENYLAZO)-5H-PYRAZOL-3-YLAMINE (DB08671)"
"CN1C=C(C=CC(C)=O)C2=CC=CC=C12","(3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE (DB08186)"
"NCCCNC1=CC=CC=C1[N+]([O-])=O","N-(3-AMINOPROPYL)-2-NITROBENZENAMINE (DB08291)"
"CC1=CC=CC=C1C1=NNC(=S)N1N","4-AMINO-5-(2-METHYLPHENYL)-2,4-DIHYDRO-3H-1,2,4-TRIAZOLE-3-THIONE (DB08069)"
"[H][C@@](CS)(NC(=O)OCC1=CC=CC=C1)C(=O)NCC(O)=O","N-[(BENZYLOXY)CARBONYL]-L-CYSTEINYLGLYCINE (DB08199)"
"[H][C@@]1(O)C(CO)=C[C@@]([H])(NCCCCCCCC)[C@]([H])(O)[C@@]1([H])O","(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol (DB08321)"
"CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1","N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE (DB08348)"
"[H][C@@]1(O)C[C@@](O)(C=C(C2=CC=CC(SC3=CC=CC=C3)=C2)[C@@]1([H])O)C(O)=O","(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID (DB08485)"
"[H][C@@](NC(=O)CC1=CC=CS1)(B(O)O)C1=CC(=CC=C1)C(O)=O","(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID (DB08551)"
"[H][C@@]1(CCNC1=O)NC(=O)CC(=O)CCCCCCCCC","3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE (DB08323)"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O)C(C)=O","5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE (DB08510)"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(C[C@]12C)OC(=O)CCC(O)=O)C(C)=O","PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE (DB08547)"
"[H][C@@]12CC[C@@]([H])(N1C)[C@@]([H])(C(=O)OC)[C@]([H])(C2)O[P@](O)(=O)C1=CC=CC=C1","3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER (DB08618)"
"CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1","Trametinib (DB08911)"
"[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1","Canagliflozin (DB08907)"
"CC(=O)NCCC1=CC=C(C=C1)S(N)(=O)=O","N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE (DB08155)"
"NS(=O)(=O)C1=CC=C(CCC(O)=O)C=C1","3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID (DB08156)"
"CCOC(=O)CCC1=CC=C(C=C1)S(N)(=O)=O","ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE (DB08157)"
"NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1","2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide (DB08083)"
"NS(=O)(=O)C1=CC=C2CCCC2=C1","indane-5-sulfonamide (DB08165)"
"CN1CCN(CC1)NC(=S)NC1=CC=C(C=C1)S(N)(=O)=O","4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE (DB08202)"
"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1=CC=C(C=C1)S(N)(=O)=O","N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE (DB08301)"
"NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O","SULTHIAME (DB08329)"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(OC)C(OS(N)(=O)=O)=C4)[C@@]3([H])CC[C@]12C)OS(N)(=O)=O","(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE (DB08416)"
"[H][C@]12CC[C@]3(C)C(=O)N(CC4=CC=CN=C4)C(=O)C[C@@]3([H])[C@]1([H])CCC1=C2C=CC(OS(N)(=O)=O)=C1","(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate (DB08418)"
"[H][C@]1(NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O)C(Cl)Cl","6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE (DB08645)"
"NNC(=O)C1=C(C2=C(N1)C=CC(=C2)S(N)(=O)=O)C1=CC=CC=C1","2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide (DB08659)"
"CN(C)CC1=CNC2=C1C=CC=C2CCCO","3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL (DB08447)"
"OC(=O)C1=C(C=CS1)S(=O)(=O)NC1=CC=CC(=C1)[N+]([O-])=O","3-{[(3-NITROANILINE]SULFONYL}THIOPHENE-2-CARBOXYLIC ACID (DB08306)"
"[H][C@@](NC(=O)OC(C)(C)C)(C(C)C)C1=NN=CO1","TERT-BUTYL [(1R)-2-METHYL-1-(1,3,4-OXADIAZOL-2-YL)PROPYL]CARBAMATE (DB08336)"
"[H][C@](NC(=O)OC(C)(C)C)(C(C)C)C1=NN=CO1","TERT-BUTYL [(1S)-2-METHYL-1-(1,3,4-OXADIAZOL-2-YL)PROPYL]CARBAMATE (DB08337)"
"[H][C@@](NC(=O)CC1=CC=CS1)(B(O)O)C1=CC=CC=C1","(1R)-1-(2-thienylacetylamino)-1-phenylmethylboronic acid (DB08552)"
"OC(=O)C1=C(C=CS1)S(=O)(=O)NC1=CC=C(Cl)C=C1","3-[(4-CHLOROANILINO)SULFONYL]THIOPHENE-2-CARBOXYLIC ACID (DB08573)"
"[H][C@@](NC(=O)CC1=CC=CS1)(C(O)=O)C1=N[C@]([H])(C(O)=O)C(=C)CS1","2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID (DB08623)"
"[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)S(C)(=O)=O","Thiamphenicol (DB08621)"
"[H][C@](CCNC)(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1","(3R)-N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine (DB08472)"
"[H][C@@](CCNC)(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1","(3S)-N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine (DB08544)"
"[H][C@@]1(CC[C@@]([H])(C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12)NC","(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine (DB08567)"
"CC(C)(OC1=CC=C(NC(=O)NC2=CC(Cl)=CC(Cl)=C2)C=C1)C(O)=O","2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID (DB08077)"
"OC(=O)C1=CC2=CC=C(C=C2C=C1)C(O)=O","2,6-dicarboxynaphthalene (DB08262)"
"CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)=CC(C)=C1","2-{4-[(3,5-DIMETHYLANILINO)-CARBONYL-METHYL]-PHENOXY}-2-METHYLPROPIONIC ACID (DB08486)"
"OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O","1,3,5-BENZENETRICARBOXYLIC ACID (DB08632)"
"CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C","Ivacaftor (DB08820)"
"OC1=CC=C(CCC2=CC(O)=CC(O)=C2)C=C1","5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol (DB08466)"
"CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1","parecoxib (DB08439)"
"COC1=CC2=C(C=C1Cl)C(=NCC2)C1=CC=CC(Br)=C1","1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline (DB08555)"
"[H][C@](S)(CCS)CCCCC(N)=O","6,8-DIMERCAPTO-OCTANOIC ACID AMIDE (DB08120)"
"C=CS(=O)(=O)OC1=CC=CC=C1","phenyl ethenesulfonate (DB08433)"
"OC(=O)CCN1C(=S)SC(=C/C2=CC=C(O2)C2=CC=C(Cl)C=C2)C1=O","(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID (DB08177)"
"[H][C@](N)(CC1=CC=CC2=C1C=CC=C2)C(N)=O","NAM NAPTHYLAMINOALANINE (DB08253)"
"NC1=NC2=C(C=C3NC=NC3=C2CCC2=CC=CC=C2)C(=O)N1","6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one (DB08267)"
"CC1=CC=C(CCC2=C3N=CNC3=CC3=C2N=C(N)NC3=O)C=C1","6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE (DB08268)"
"CC1=NC2=C(N1)C=C1C(=O)NC(N)=NC1=C2","6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one (DB08511)"
"NC1=NC2=CC3=C(C=C2C(=O)N1)N=C(NCC1=CC=CC2=CC=CC=C12)N3","6-amino-2-[(1-naphthylmethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one (DB08512)"
"NC1=NC2=CC3=C(NC(NCC4=CC=CS4)=N3)C=C2C(=O)N1","6-amino-2-[(thiophen-2-ylmethyl)amino]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one (DB08514)"
"[H][C@](O)(C(=O)NCCC(=O)NCCO)C(C)(C)COC(=O)C(C)(C)C","PANTOTHENYL-AMINOETHANOL-11-PIVALIC ACID (DB08328)"
"[H][C@](O)(C(=O)NCCC(=O)NCCS)C(C)(C)COC(=O)C(C)(C)C","(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl 2,2-dimethylpropanoate (DB08408)"
"CC1=CC(=CC=C1O)N=NC1=CC=CC=C1C(O)=O","2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID (DB08181)"
"COC1=CC(=CC(OC)=C1O)N=NC1=CC=CC=C1C(O)=O","2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID (DB08196)"
"CC(C)(C)C1=CC(=CC=C1O)N=NC1=CC=CC=C1C(O)=O","2-((3'-TERTBUTYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID (DB08216)"
"OC(=O)C1=CC=CC=C1N=NC1=C2C=CC=CC2=C(O)C=C1","2-((4'-HYDROXYNAPHTHYL)-AZO)BENZOIC ACID (DB08252)"
"OC1=CC=C(C=NOC(=O)C2CCCCC2)C=C1","4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME (DB08333)"
"OC1=CC=C(C=NOC(=O)C2CCCCC2)C=C1F","3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME (DB08334)"
"CC(C)(C)CC(=O)ON=CC1=CC=C(O)C=C1","4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME (DB08335)"
"CC1(C)CC(CC(C)(C)N1O)N1C(=O)CCC1=O","1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE (DB08227)"
